card_id,qr_identity,candidate_uk_qr_url,candidate_au_qr_url,current_mapped_year,authoritative_observed_year,year_verification_confidence,physical_print_observed,discrepancy_status,official_uk_sku,official_uk_spotify_track_id,official_au_sku,official_au_spotify_track_id,playlist_spotify_track_id,playlist_title,playlist_artist,identity_confidence,source_evidence,non_authoritative_bopster_year,non_authoritative_musicbrainz_year,screening_flags
134,00134,https://hitstergame.com/uk/aaaa0005/00134,https://hitstergame.com/au/aaah0001/00134,1989,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2oWMI54r0qT4N8Xb4C76vq,aaah0001,2oWMI54r0qT4N8Xb4C76vq,2oWMI54r0qT4N8Xb4C76vq,The Look,Roxette,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00134; ordered title reference: https://open.spotify.com/track/2oWMI54r0qT4N8Xb4C76vq; printed-year evidence: not available,1988,1988,community_bopster_year_differs;musicbrainz_candidate_differs
135,00135,https://hitstergame.com/uk/aaaa0005/00135,https://hitstergame.com/au/aaah0001/00135,1992,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1SAkL1mYNJlaqnBQxVZrRl,aaah0001,1SAkL1mYNJlaqnBQxVZrRl,1SAkL1mYNJlaqnBQxVZrRl,Baby Got Back,Sir Mix-A-Lot,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00135; ordered title reference: https://open.spotify.com/track/1SAkL1mYNJlaqnBQxVZrRl; printed-year evidence: not available,1992,2000,musicbrainz_candidate_differs
136,00136,https://hitstergame.com/uk/aaaa0005/00136,https://hitstergame.com/au/aaah0001/00136,1996,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6JGQ98So2ik5GVI9ydQ2Yh,aaah0001,6JGQ98So2ik5GVI9ydQ2Yh,6JGQ98So2ik5GVI9ydQ2Yh,Don't Speak,No Doubt,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00136; ordered title reference: https://open.spotify.com/track/6JGQ98So2ik5GVI9ydQ2Yh; printed-year evidence: not available,2003,1997,community_bopster_year_differs;musicbrainz_candidate_differs
137,00137,https://hitstergame.com/uk/aaaa0005/00137,https://hitstergame.com/au/aaah0001/00137,1982,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5JOVSWohrjXW0BFTboh8XO,aaah0001,5JOVSWohrjXW0BFTboh8XO,5JOVSWohrjXW0BFTboh8XO,Don't Go,Yazoo,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00137; ordered title reference: https://open.spotify.com/track/5JOVSWohrjXW0BFTboh8XO; printed-year evidence: not available,1982,1982,none
138,00138,https://hitstergame.com/uk/aaaa0005/00138,https://hitstergame.com/au/aaah0001/00138,2022,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4LRPiXqCikLlN15c3yImP7,aaah0001,4LRPiXqCikLlN15c3yImP7,4LRPiXqCikLlN15c3yImP7,As It Was,Harry Styles,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00138; ordered title reference: https://open.spotify.com/track/4LRPiXqCikLlN15c3yImP7; printed-year evidence: not available,2022,2022,none
139,00139,https://hitstergame.com/uk/aaaa0005/00139,https://hitstergame.com/au/aaah0001/00139,1989,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6pPWRBubXOBAHnjl5ZIujB,aaah0001,6pPWRBubXOBAHnjl5ZIujB,6pPWRBubXOBAHnjl5ZIujB,The Best,Tina Turner,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00139; ordered title reference: https://open.spotify.com/track/6pPWRBubXOBAHnjl5ZIujB; printed-year evidence: not available,1989,1989,none
140,00140,https://hitstergame.com/uk/aaaa0005/00140,https://hitstergame.com/au/aaah0001/00140,1984,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7FwBtcecmlpc1sLySPXeGE,aaah0001,7FwBtcecmlpc1sLySPXeGE,7FwBtcecmlpc1sLySPXeGE,Dancing In the Dark,Bruce Springsteen,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00140; ordered title reference: https://open.spotify.com/track/7FwBtcecmlpc1sLySPXeGE; printed-year evidence: not available,1984,1984,none
141,00141,https://hitstergame.com/uk/aaaa0005/00141,https://hitstergame.com/au/aaah0001/00141,1998,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3Yqk2pdNJUtI7VOtweASV8,aaah0001,3Yqk2pdNJUtI7VOtweASV8,3Yqk2pdNJUtI7VOtweASV8,Tragedy,Steps,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00141; ordered title reference: https://open.spotify.com/track/3Yqk2pdNJUtI7VOtweASV8; printed-year evidence: not available,1999,1998,community_bopster_year_differs
142,00142,https://hitstergame.com/uk/aaaa0005/00142,https://hitstergame.com/au/aaah0001/00142,2000,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3WkibOpDF7cQ5xntM1epyf,aaah0001,3WkibOpDF7cQ5xntM1epyf,3WkibOpDF7cQ5xntM1epyf,It Wasn't Me,Shaggy,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00142; ordered title reference: https://open.spotify.com/track/3WkibOpDF7cQ5xntM1epyf; printed-year evidence: not available,2000,2000,none
143,00143,https://hitstergame.com/uk/aaaa0005/00143,https://hitstergame.com/au/aaah0001/00143,1999,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,47BBI51FKFwOMlIiX6m8ya,aaah0001,47BBI51FKFwOMlIiX6m8ya,47BBI51FKFwOMlIiX6m8ya,I Want It That Way,Backstreet Boys,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00143; ordered title reference: https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya; printed-year evidence: not available,1999,1999,none
144,00144,https://hitstergame.com/uk/aaaa0005/00144,https://hitstergame.com/au/aaah0001/00144,1951,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0deAIqyKFFw55JDMGWTcdA,aaah0001,0deAIqyKFFw55JDMGWTcdA,0deAIqyKFFw55JDMGWTcdA,"Hey, Good Lookin'",Hank Williams,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00144; ordered title reference: https://open.spotify.com/track/0deAIqyKFFw55JDMGWTcdA; printed-year evidence: not available,1953,1964,community_bopster_year_differs;musicbrainz_candidate_differs
145,00145,https://hitstergame.com/uk/aaaa0005/00145,https://hitstergame.com/au/aaah0001/00145,1999,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1hEh8Hc9lBAFWUghHBsCel,aaah0001,1hEh8Hc9lBAFWUghHBsCel,1hEh8Hc9lBAFWUghHBsCel,Porcelain,Moby,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00145; ordered title reference: https://open.spotify.com/track/1hEh8Hc9lBAFWUghHBsCel; printed-year evidence: not available,1999,1999,none
146,00146,https://hitstergame.com/uk/aaaa0005/00146,https://hitstergame.com/au/aaah0001/00146,1963,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6YffUZJ2R06kyxyK6onezL,aaah0001,6YffUZJ2R06kyxyK6onezL,6YffUZJ2R06kyxyK6onezL,Ring of Fire,Johnny Cash,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00146; ordered title reference: https://open.spotify.com/track/6YffUZJ2R06kyxyK6onezL; printed-year evidence: not available,1963,1963,none
147,00147,https://hitstergame.com/uk/aaaa0005/00147,https://hitstergame.com/au/aaah0001/00147,1958,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2QfiRTz5Yc8DdShCxG1tB2,aaah0001,2QfiRTz5Yc8DdShCxG1tB2,2QfiRTz5Yc8DdShCxG1tB2,Johnny B. Goode,Chuck Berry,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00147; ordered title reference: https://open.spotify.com/track/2QfiRTz5Yc8DdShCxG1tB2; printed-year evidence: not available,1959,1966,community_bopster_year_differs;musicbrainz_candidate_differs
148,00148,https://hitstergame.com/uk/aaaa0005/00148,https://hitstergame.com/au/aaah0001/00148,2021,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6VVqPBFZIbcmv14zNfOc13,aaah0001,6VVqPBFZIbcmv14zNfOc13,6VVqPBFZIbcmv14zNfOc13,She Likes It (feat. Jake Scott),Russell Dickerson,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00148; ordered title reference: https://open.spotify.com/track/6VVqPBFZIbcmv14zNfOc13; printed-year evidence: not available,2021,,musicbrainz_candidate_unresolved
149,00149,https://hitstergame.com/uk/aaaa0005/00149,https://hitstergame.com/au/aaah0001/00149,2022,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5CM4UuQ9Gnd6K2YyKGPMoK,aaah0001,5CM4UuQ9Gnd6K2YyKGPMoK,5CM4UuQ9Gnd6K2YyKGPMoK,Bad Habit,Steve Lacy,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00149; ordered title reference: https://open.spotify.com/track/5CM4UuQ9Gnd6K2YyKGPMoK; printed-year evidence: not available,2022,2022,none
150,00150,https://hitstergame.com/uk/aaaa0005/00150,https://hitstergame.com/au/aaah0001/00150,2012,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,2U8NXPTXZWG2O0ye2sYRiH,aaah0001,2U8NXPTXZWG2O0ye2sYRiH,2U8NXPTXZWG2O0ye2sYRiH,I Love It (feat. Charli XCX),Icona Pop,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00150; ordered title reference: https://open.spotify.com/track/2U8NXPTXZWG2O0ye2sYRiH; printed-year evidence: not available,2013,2012,community_bopster_year_differs
151,00151,https://hitstergame.com/uk/aaaa0005/00151,https://hitstergame.com/au/aaah0001/00151,2016,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7BKLCZ1jbUBVqRi2FVlTVw,aaah0001,7BKLCZ1jbUBVqRi2FVlTVw,7BKLCZ1jbUBVqRi2FVlTVw,Closer,The Chainsmokers,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00151; ordered title reference: https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw; printed-year evidence: not available,2016,2005,musicbrainz_candidate_differs
152,00152,https://hitstergame.com/uk/aaaa0005/00152,https://hitstergame.com/au/aaah0001/00152,2000,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0gPQTLaqHDgdupKEok7J2x,aaah0001,0gPQTLaqHDgdupKEok7J2x,0gPQTLaqHDgdupKEok7J2x,7 Days,Craig David,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00152; ordered title reference: https://open.spotify.com/track/0gPQTLaqHDgdupKEok7J2x; printed-year evidence: not available,2000,2000,none
153,00153,https://hitstergame.com/uk/aaaa0005/00153,https://hitstergame.com/au/aaah0001/00153,2001,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0gmbgwZ8iqyMPmXefof8Yf,aaah0001,0gmbgwZ8iqyMPmXefof8Yf,0gmbgwZ8iqyMPmXefof8Yf,How You Remind Me,Nickelback,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00153; ordered title reference: https://open.spotify.com/track/0gmbgwZ8iqyMPmXefof8Yf; printed-year evidence: not available,2001,2000,musicbrainz_candidate_differs
154,00154,https://hitstergame.com/uk/aaaa0005/00154,https://hitstergame.com/au/aaah0001/00154,1977,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6XUHsYE38CEbYunT983O9G,aaah0001,6XUHsYE38CEbYunT983O9G,6XUHsYE38CEbYunT983O9G,Give A Little Bit,Supertramp,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00154; ordered title reference: https://open.spotify.com/track/6XUHsYE38CEbYunT983O9G; printed-year evidence: not available,1977,1977,none
155,00155,https://hitstergame.com/uk/aaaa0005/00155,https://hitstergame.com/au/aaah0001/00155,1976,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,40riOy7x9W7GXjyGp4pjAv,aaah0001,40riOy7x9W7GXjyGp4pjAv,40riOy7x9W7GXjyGp4pjAv,Hotel California - 2013 Remaster,Eagles,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00155; ordered title reference: https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv; printed-year evidence: not available,1976,1976,none
156,00156,https://hitstergame.com/uk/aaaa0005/00156,https://hitstergame.com/au/aaah0001/00156,2019,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0TK2YIli7K1leLovkQiNik,aaah0001,0TK2YIli7K1leLovkQiNik,0TK2YIli7K1leLovkQiNik,Señorita,Shawn Mendes,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00156; ordered title reference: https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik; printed-year evidence: not available,2019,,musicbrainz_candidate_unresolved
157,00157,https://hitstergame.com/uk/aaaa0005/00157,https://hitstergame.com/au/aaah0001/00157,1997,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0SLtqCrXBRrnkxSOMA3X4W,aaah0001,0SLtqCrXBRrnkxSOMA3X4W,0SLtqCrXBRrnkxSOMA3X4W,Let Me Entertain You,Robbie Williams,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00157; ordered title reference: https://open.spotify.com/track/0SLtqCrXBRrnkxSOMA3X4W; printed-year evidence: not available,1997,1997,none
158,00158,https://hitstergame.com/uk/aaaa0005/00158,https://hitstergame.com/au/aaah0001/00158,1987,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5eU8qMd0TpaLqTGDZJaLDs,aaah0001,5eU8qMd0TpaLqTGDZJaLDs,5eU8qMd0TpaLqTGDZJaLDs,Need You Tonight,INXS,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00158; ordered title reference: https://open.spotify.com/track/5eU8qMd0TpaLqTGDZJaLDs; printed-year evidence: not available,1987,1987,none
159,00159,https://hitstergame.com/uk/aaaa0005/00159,https://hitstergame.com/au/aaah0001/00159,1973,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1agVrzicFWExgEiAtk8lmr,aaah0001,1agVrzicFWExgEiAtk8lmr,1agVrzicFWExgEiAtk8lmr,Cum on Feel the Noize,Slade,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00159; ordered title reference: https://open.spotify.com/track/1agVrzicFWExgEiAtk8lmr; printed-year evidence: not available,1973,1973,none
160,00160,https://hitstergame.com/uk/aaaa0005/00160,https://hitstergame.com/au/aaah0001/00160,1971,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,1YYhDizHx7PnDhAhko6cDS,aaah0001,1YYhDizHx7PnDhAhko6cDS,1YYhDizHx7PnDhAhko6cDS,"Take Me Home, Country Roads - Original Version",John Denver,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00160; ordered title reference: https://open.spotify.com/track/1YYhDizHx7PnDhAhko6cDS; printed-year evidence: not available,1971,1971,none
161,00161,https://hitstergame.com/uk/aaaa0005/00161,https://hitstergame.com/au/aaah0001/00161,1974,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,7e89621JPkKaeDSTQ3avtg,aaah0001,7e89621JPkKaeDSTQ3avtg,7e89621JPkKaeDSTQ3avtg,Sweet Home Alabama,Lynyrd Skynyrd,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00161; ordered title reference: https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg; printed-year evidence: not available,1974,1974,none
162,00162,https://hitstergame.com/uk/aaaa0005/00162,https://hitstergame.com/au/aaah0001/00162,1978,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0RnCUYXa7jhgTXtiMXF2PQ,aaah0001,0RnCUYXa7jhgTXtiMXF2PQ,0RnCUYXa7jhgTXtiMXF2PQ,You Make Me Feel (Mighty Real),Sylvester,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00162; ordered title reference: https://open.spotify.com/track/0RnCUYXa7jhgTXtiMXF2PQ; printed-year evidence: not available,1978,1978,none
163,00163,https://hitstergame.com/uk/aaaa0005/00163,https://hitstergame.com/au/aaah0001/00163,1985,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,15mZo1Kah03g8CTLbSsWrr,aaah0001,15mZo1Kah03g8CTLbSsWrr,15mZo1Kah03g8CTLbSsWrr,The Whole of the Moon - 2004 Remaster,The Waterboys,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00163; ordered title reference: https://open.spotify.com/track/15mZo1Kah03g8CTLbSsWrr; printed-year evidence: not available,1985,1985,none
164,00164,https://hitstergame.com/uk/aaaa0005/00164,https://hitstergame.com/au/aaah0001/00164,1982,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4mVW9vi2QnLzlbK5SoacK6,aaah0001,4mVW9vi2QnLzlbK5SoacK6,4mVW9vi2QnLzlbK5SoacK6,Little Red Corvette - 2019 Remaster,Prince,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00164; ordered title reference: https://open.spotify.com/track/4mVW9vi2QnLzlbK5SoacK6; printed-year evidence: not available,1982,1982,none
165,00165,https://hitstergame.com/uk/aaaa0005/00165,https://hitstergame.com/au/aaah0001/00165,1985,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,798fUF6UnRn27xiVuKyJCi,aaah0001,798fUF6UnRn27xiVuKyJCi,798fUF6UnRn27xiVuKyJCi,Manic Monday,The Bangles,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00165; ordered title reference: https://open.spotify.com/track/798fUF6UnRn27xiVuKyJCi; printed-year evidence: not available,1985,1985,none
166,00166,https://hitstergame.com/uk/aaaa0005/00166,https://hitstergame.com/au/aaah0001/00166,1967,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3dG2yVfodNOla0eiHUnYRx,aaah0001,1BmVQ5RGqqtF5cnsv6cQYu,1BmVQ5RGqqtF5cnsv6cQYu,"Girl, You'll Be A Woman Soon",Neil Diamond,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00166; ordered title reference: https://open.spotify.com/track/1BmVQ5RGqqtF5cnsv6cQYu; printed-year evidence: not available,1968,1967,community_bopster_year_differs;official_live_spotify_relink;uk_au_equivalent_spotify_ids_differ
167,00167,https://hitstergame.com/uk/aaaa0005/00167,https://hitstergame.com/au/aaah0001/00167,2008,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,22UDw8rSfLbUsaAGTXQ4Z8,aaah0001,22UDw8rSfLbUsaAGTXQ4Z8,22UDw8rSfLbUsaAGTXQ4Z8,American Boy,Estelle,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00167; ordered title reference: https://open.spotify.com/track/22UDw8rSfLbUsaAGTXQ4Z8; printed-year evidence: not available,2008,2008,none
168,00168,https://hitstergame.com/uk/aaaa0005/00168,https://hitstergame.com/au/aaah0001/00168,1989,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3fKDSSIgOngs8YYzFJO6eD,aaah0001,3fKDSSIgOngs8YYzFJO6eD,3fKDSSIgOngs8YYzFJO6eD,Belfast Child - Remastered 2002,Simple Minds,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00168; ordered title reference: https://open.spotify.com/track/3fKDSSIgOngs8YYzFJO6eD; printed-year evidence: not available,1989,1989,none
169,00169,https://hitstergame.com/uk/aaaa0005/00169,https://hitstergame.com/au/aaah0001/00169,1995,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,6qspW4YKycviDFjHBOaqUY,aaah0001,6qspW4YKycviDFjHBOaqUY,6qspW4YKycviDFjHBOaqUY,Waterfalls,TLC,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00169; ordered title reference: https://open.spotify.com/track/6qspW4YKycviDFjHBOaqUY; printed-year evidence: not available,1994,1995,community_bopster_year_differs
170,00170,https://hitstergame.com/uk/aaaa0005/00170,https://hitstergame.com/au/aaah0001/00170,2011,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,62oaDoBveZxvZb94ziiMXi,aaah0001,62oaDoBveZxvZb94ziiMXi,62oaDoBveZxvZb94ziiMXi,Somebody That I Used to Know,Gotye,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00170; ordered title reference: https://open.spotify.com/track/62oaDoBveZxvZb94ziiMXi; printed-year evidence: not available,2011,2012,musicbrainz_candidate_differs
171,00171,https://hitstergame.com/uk/aaaa0005/00171,https://hitstergame.com/au/aaah0001/00171,2008,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5R8dQOPq8haW94K7mgERlO,aaah0001,5R8dQOPq8haW94K7mgERlO,5R8dQOPq8haW94K7mgERlO,Poker Face,Lady Gaga,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00171; ordered title reference: https://open.spotify.com/track/5R8dQOPq8haW94K7mgERlO; printed-year evidence: not available,2008,2008,none
172,00172,https://hitstergame.com/uk/aaaa0005/00172,https://hitstergame.com/au/aaah0001/00172,1988,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,41CMr8zZ7cMcjL0U4En6gZ,aaah0001,41CMr8zZ7cMcjL0U4En6gZ,41CMr8zZ7cMcjL0U4En6gZ,Girl You Know It's True,Milli Vanilli,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00172; ordered title reference: https://open.spotify.com/track/41CMr8zZ7cMcjL0U4En6gZ; printed-year evidence: not available,2010,1988,community_bopster_year_differs
173,00173,https://hitstergame.com/uk/aaaa0005/00173,https://hitstergame.com/au/aaah0001/00173,1976,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,5jUA1njy3h6ynHLvPdEVHt,aaah0001,5jUA1njy3h6ynHLvPdEVHt,5jUA1njy3h6ynHLvPdEVHt,Disco Inferno,The Trammps,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00173; ordered title reference: https://open.spotify.com/track/5jUA1njy3h6ynHLvPdEVHt; printed-year evidence: not available,1976,1976,none
174,00174,https://hitstergame.com/uk/aaaa0005/00174,https://hitstergame.com/au/aaah0001/00174,2009,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,4iMdiQO0YJwEkWf8eI2wff,aaah0001,4iMdiQO0YJwEkWf8eI2wff,4iMdiQO0YJwEkWf8eI2wff,Haven't Met You Yet,Michael Bublé,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00174; ordered title reference: https://open.spotify.com/track/4iMdiQO0YJwEkWf8eI2wff; printed-year evidence: not available,2009,2009,none
175,00175,https://hitstergame.com/uk/aaaa0005/00175,https://hitstergame.com/au/aaah0001/00175,1975,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3jAG0kb7gg0vGeFFZj6bBt,aaah0001,714hERk9U1W8FMYkoC83CO,3jAG0kb7gg0vGeFFZj6bBt,You Sexy Thing - Single Version,Hot Chocolate,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00175; ordered title reference: https://open.spotify.com/track/3jAG0kb7gg0vGeFFZj6bBt; printed-year evidence: not available,2007,1975,community_bopster_year_differs;uk_au_equivalent_spotify_ids_differ
176,00176,https://hitstergame.com/uk/aaaa0005/00176,https://hitstergame.com/au/aaah0001/00176,1974,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3PQLYVskjUeRmRIfECsL0X,aaah0001,3PQLYVskjUeRmRIfECsL0X,3PQLYVskjUeRmRIfECsL0X,No Woman No Cry,Bob Marley & The Wailers,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00176; ordered title reference: https://open.spotify.com/track/3PQLYVskjUeRmRIfECsL0X; printed-year evidence: not available,1974,1973,musicbrainz_candidate_differs
177,00177,https://hitstergame.com/uk/aaaa0005/00177,https://hitstergame.com/au/aaah0001/00177,2020,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,55CHeLEfn5iJ0IIkgaa4si,aaah0001,55CHeLEfn5iJ0IIkgaa4si,55CHeLEfn5iJ0IIkgaa4si,Savage,Megan Thee Stallion,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00177; ordered title reference: https://open.spotify.com/track/55CHeLEfn5iJ0IIkgaa4si; printed-year evidence: not available,2020,2020,none
178,00178,https://hitstergame.com/uk/aaaa0005/00178,https://hitstergame.com/au/aaah0001/00178,1997,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,3FteycP8CaXS1MhjcXekVT,aaah0001,3FteycP8CaXS1MhjcXekVT,3FteycP8CaXS1MhjcXekVT,Stop,Spice Girls,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00178; ordered title reference: https://open.spotify.com/track/3FteycP8CaXS1MhjcXekVT; printed-year evidence: not available,1997,1997,none
179,00179,https://hitstergame.com/uk/aaaa0005/00179,https://hitstergame.com/au/aaah0001/00179,2003,,unresolved,no,unresolved_missing_physical_card_back_year,aaaa0005,0xmjwnQ3FNE6HuWCt2nHdZ,aaah0001,0xmjwnQ3FNE6HuWCt2nHdZ,0xmjwnQ3FNE6HuWCt2nHdZ,Where Is The Love?,Black Eyed Peas,high,identity only: https://stgroupprdhitster.blob.core.windows.net/hitster-assets/gameset_database.json sku=aaaa0005 card=00179; ordered title reference: https://open.spotify.com/track/0xmjwnQ3FNE6HuWCt2nHdZ; printed-year evidence: not available,2003,2003,none
